FECHA DE INGRESO,FECHA ULTIMO REGISTRO,Estatus,Días Laborados,FECHA DE NACIMIENTO,No de Crédito Infonavit,PUESTO,AREA,TURNO,MUNICIPIO,SALARIO MENSUAL,ESCOLARIDAD,GENERO,Tipo de renuncia
2023-11-21,2023-11-22,baja,1,1979-08-26 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-10-16,2023-10-17,baja,1,1993-09-02 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,SECUNDARIA_TRUNCA,FEMENINO,VOLUNTARIA
2022-02-21,2022-02-22,baja,1,1993-10-17 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,6000.0,SECUNDARIA,FEMENINO,ABANDONO
2022-02-21,2022-02-22,baja,1,1999-08-27 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,6000.0,SECUNDARIA,FEMENINO,ABANDONO
2023-10-23,2023-10-24,baja,1,2002-06-16 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,PREPARATORIA,FEMENINO,VOLUNTARIA
2023-12-20,2023-12-21,baja,1,1968-08-17 00:00:00,NO,OP PRENSA,PRENSA,C,TLAJOMULCO,18000.0,PREPARATORIA,MASCULINO,ABANDONO
2023-03-23,2023-03-24,baja,1,1991-01-23 06:10:00,NO,AUXILIAR ALMACEN,ALMACEN,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,VOLUNTARIA
2023-10-30,2023-11-01,baja,2,2001-05-10 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,PREPARATORIA,FEMENINO,VOLUNTARIA
2023-12-20,2023-12-22,baja,2,2001-11-17 00:00:00,NO,AUXILIAR ALMACEN,ALMACEN,A,TALA,8100.0,PREPARATORIA_TRUNCA,MASCULINO,ABANDONO
2022-02-15,2022-02-17,baja,2,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,VOLUNTARIA
2024-01-15,2024-01-18,baja,3,2001-10-05 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,AHUISCULCO ,8100.0,PRIMARIA,FEMENINO,ABANDONO
2022-10-17,2022-10-20,baja,3,1984-01-19 00:00:00,SI,INSP CALIDAD,CALIDAD,C,TALA,8100.0,CURSANDO_LICENCIATURA,FEMENINO,ABANDONO
2022-06-23,2022-06-26,baja,3,1998-01-22 00:00:00,NO,AUXILIAR ALMACEN,ALMACEN,A,TALA,8400.0,PREPARATORIA_TRUNCA,MASCULINO,ABANDONO
2022-10-03,2022-10-06,baja,3,2001-12-09 00:00:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,6600.0,PREPARATORIA,MASCULINO,ABANDONO
2022-01-24,2022-01-27,baja,3,1986-09-15 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,ZAPOPAN,6000.0,PREPARATORIA_TRUNCA,FEMENINO,ABANDONO
2022-02-21,2022-02-24,baja,3,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ABANDONO
2022-03-23,2022-03-27,baja,4,1986-07-15 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,HUAXTLA,7500.0,SECUNDARIA,FEMENINO,ABANDONO
2022-03-23,2022-03-27,baja,4,1990-11-29 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,HUAXTLA,7500.0,SECUNDARIA,FEMENINO,ABANDONO
2022-03-23,2022-03-27,baja,4,1967-03-29 00:00:00,SI,OP PRODUCCION,PRODUCCION,B,LA VENTA DEL ASTILLERO ,7500.0,SECUNDARIA,FEMENINO,ABANDONO
2023-12-20,2023-12-24,baja,4,1995-09-25 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,8100.0,PREPARATORIA,FEMENINO,ABANDONO
2023-02-07,2023-02-12,baja,5,1992-07-21 00:00:00,NO,INSP CALIDAD,CALIDAD,C,TALA,8100.0,PREPARATORIA,FEMENINO,VOLUNTARIA
2023-09-26,2023-10-01,baja,5,1970-01-13 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-02-14,2022-02-20,baja,6,1979-08-08 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,6000.0,PRIMARIA,FEMENINO,ABANDONO
2023-10-30,2023-11-05,baja,6,1985-06-09 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,PREPARATORIA_TRUNCA,FEMENINO,ABANDONO
2022-01-17,2022-01-23,baja,6,1986-02-24 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,6000.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-04-04,2022-04-10,baja,6,1986-11-18 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PREPARATORIA,FEMENINO,ABANDONO
2022-04-25,2022-05-01,baja,6,1991-05-01 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,6600.0,PREPARATORIA,FEMENINO,ABANDONO
2022-04-25,2022-05-01,baja,6,1992-03-30 00:00:00,NO,INSP CALIDAD,CALIDAD,C,TALA,8100.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-04-04,2022-04-10,baja,6,1993-05-23 00:00:00,SI,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PREPARATORIA,FEMENINO,ABANDONO
2023-03-13,2023-03-19,baja,6,1993-11-06 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,PREPARATORIA,MASCULINO,VOLUNTARIA
2022-07-25,2022-07-31,baja,6,2001-08-13 00:00:00,NO,INSP CALIDAD,CALIDAD,B,TALA,8100.0,PREPARATORIA,FEMENINO,VOLUNTARIA
2023-10-30,2023-11-05,baja,6,1989-12-07 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-01-23,2023-01-29,baja,6,1995-06-04 00:00:00,NO,INSP CALIDAD,CALIDAD,C,TALA,8100.0,PREPARATORIA,FEMENINO,ABANDONO
2023-10-30,2023-11-05,baja,6,2003-06-21 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,ZAPOPAN,7500.0,CURSANDO_LICENCIATURA,MASCULINO,VOLUNTARIA
2022-03-28,2022-04-04,baja,7,1983-03-20 00:00:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,6600.0,SECUNDARIA,FEMENINO,ABANDONO
2023-11-13,2023-11-20,baja,7,2004-09-11 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,PREPARATORIA,MASCULINO,ABANDONO
2022-11-07,2022-11-14,baja,7,1973-02-19 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PRIMARIA,MASCULINO,ABANDONO
2022-02-09,2022-02-16,baja,7,1991-01-23 06:10:00,NO,MONTACARGUISTA,ALMACEN,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,ABANDONO
2022-11-28,2022-12-06,baja,8,1988-08-27 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,LA VENTA DEL ASTILLERO ,7500.0,PREPARATORIA,FEMENINO,VOLUNTARIA
2023-11-30,2023-12-08,baja,8,1970-09-23 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-02-08,2022-02-17,baja,9,1991-10-24 00:00:00,SI,MONTACARGUISTA,ALMACEN,C,TALA,11250.0,PREPARATORIA,MASCULINO,ABANDONO
2023-12-20,2023-12-29,baja,9,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,ACTIVO
2022-05-16,2022-05-26,baja,10,1974-06-01 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,6600.0,PRIMARIA,FEMENINO,ABANDONO
2023-10-30,2023-11-09,baja,10,1985-06-08 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,PRIMARIA,FEMENINO,ABANDONO
2022-12-01,2022-12-11,baja,10,1985-06-15 00:00:00,NO,AUXILIAR ALMACEN,ALMACEN,B,TALA,8400.0,SECUNDARIA,MASCULINO,VOLUNTARIA
2022-11-01,2022-11-11,baja,10,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ACTIVO
2023-03-13,2023-03-23,baja,10,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ACTIVO
2022-02-08,2022-02-20,baja,12,1987-03-14 00:00:00,SI,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,ABANDONO
2022-02-08,2022-02-20,baja,12,1988-07-22 00:00:00,SI,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,ABANDONO
2022-12-01,2022-12-13,baja,12,1997-07-31 00:00:00,SI,MONTACARGUISTA,ALMACEN,C,TALA,11250.0,PREPARATORIA,MASCULINO,ABANDONO
2022-03-22,2022-04-03,baja,12,1997-12-01 00:00:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-03-22,2022-04-04,baja,13,1979-09-22 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PRIMARIA,FEMENINO,ABANDONO
2022-03-14,2022-03-27,baja,13,1981-01-29 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,MASCULINO,ABANDONO
2022-06-13,2022-06-26,baja,13,1986-01-05 00:00:00,SI,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,MASCULINO,VOLUNTARIA
2022-11-14,2022-11-27,baja,13,1995-11-18 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-02-14,2022-02-27,baja,13,1997-05-30 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-04-08,2023-04-21,baja,13,1979-07-07 00:00:00,SI,OP PRENSA,PRENSA,C,TLAJOMULCO,15900.0,PRIMARIA,MASCULINO,VOLUNTARIA
2023-04-17,2023-04-30,baja,13,1991-01-23 06:10:00,NO,MONTACARGUISTA,ALMACEN,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,VOLUNTARIA
2023-10-30,2023-11-13,baja,14,1986-02-17 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-02-14,2022-02-28,baja,14,1997-02-10 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-03-13,2023-03-27,baja,14,2003-08-31 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2021-11-30,2021-12-14,baja,14,1991-01-23 06:10:00,NO,INSP CALIDAD,CALIDAD,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-09-18,2022-10-02,baja,14,1991-01-23 06:10:00,NO,MONTACARGUISTA,ALMACEN,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,VOLUNTARIA
2022-09-18,2022-10-02,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,BAJA
2021-11-09,2021-11-23,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,BAJA
2022-02-06,2022-02-20,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2023-01-22,2023-02-05,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-05-22,2022-06-05,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-05-29,2022-06-12,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-08-28,2022-09-11,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-10-07,2022-10-21,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-12-04,2022-12-18,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2022-01-05,2022-01-19,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ABANDONO
2023-02-01,2023-02-15,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,VOLUNTARIA
2023-01-22,2023-02-05,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2023-02-05,2023-02-19,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,ROLA,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-09-15,2023-09-29,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-10-06,2023-10-20,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2021-11-14,2021-11-28,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2022-04-03,2022-04-17,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2021-10-18,2021-11-01,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,ABANDONO
2021-10-19,2021-11-02,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2021-04-28,2021-05-12,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,MASCULINO,ABANDONO
2023-11-05,2023-11-19,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2023-12-10,2023-12-24,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2023-11-05,2023-11-19,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2021-11-16,2021-11-30,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-02-13,2022-02-27,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,BAJA
2023-06-15,2023-06-29,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,BAJA
2021-10-24,2021-11-07,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,BAJA
2022-06-26,2022-07-10,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-01-09,2022-01-23,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,FEMENINO,VOLUNTARIA
2023-11-21,2023-12-05,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2022-01-09,2022-01-23,baja,14,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2021-11-28,2021-12-12,baja,14,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2021-04-28,2021-05-12,baja,14,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,ABANDONO
2022-06-29,2022-07-14,baja,15,2000-07-08 00:00:00,NO,INSP CALIDAD,CALIDAD,B,TALA,8100.0,SECUNDARIA,FEMENINO,ABANDONO
2023-10-30,2023-11-14,baja,15,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,ABANDONO
2022-07-01,2022-07-16,baja,15,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,ABANDONO
2023-01-30,2023-02-15,baja,16,1977-09-06 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,6600.0,SECUNDARIA,MASCULINO,ABANDONO
2023-10-16,2023-11-01,baja,16,1993-04-22 00:00:00,SI,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PREPARATORIA,MASCULINO,BAJA
2023-11-13,2023-11-29,baja,16,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA,MASCULINO,VOLUNTARIA
2022-12-01,2022-12-18,baja,17,1995-02-08 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,6600.0,SECUNDARIA,FEMENINO,VOLUNTARIA
2022-02-14,2022-03-03,baja,17,1999-09-20 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,SECUNDARIA,FEMENINO,ABANDONO
2022-11-28,2022-12-15,baja,17,1994-02-05 00:00:00,NO,MECANICO,MANTENIMIENTO,ROLA,TALA,13200.0,INGENIERO,MASCULINO,VOLUNTARIA
2022-08-20,2022-09-06,baja,17,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA,MASCULINO,ABANDONO
2022-03-23,2022-04-10,baja,18,1992-10-18 00:00:00,NO,OP PRODUCCION,PRODUCCION,B,TALA,7500.0,PRIMARIA,FEMENINO,VOLUNTARIA
2022-02-14,2022-03-04,baja,18,1998-08-10 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,ZAPOPAN,6000.0,PREPARATORIA,MASCULINO,ABANDONO
2023-02-28,2023-03-18,baja,18,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA,FEMENINO,ABANDONO
2022-04-25,2022-05-14,baja,19,1991-01-23 06:10:00,NO,INSP CALIDAD,CALIDAD,C,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2023-10-26,2023-11-14,baja,19,1991-01-23 06:10:00,NO,MONTACARGUISTA,ALMACEN,A,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2023-01-15,2023-02-03,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,ABANDONO
2022-05-22,2022-06-10,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2022-04-23,2022-05-12,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,BAJA
2023-04-15,2023-05-04,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,BAJA
2023-04-15,2023-05-04,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,BAJA
2022-06-28,2022-07-17,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2023-12-05,2023-12-24,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2022-01-17,2022-02-05,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2022-02-08,2022-02-27,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2023-09-12,2023-10-01,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2022-02-08,2022-02-27,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2021-04-23,2021-05-12,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2021-11-26,2021-12-15,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,ABANDONO
2022-02-03,2022-02-22,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2021-12-01,2021-12-20,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,ABANDONO
2022-05-04,2022-05-23,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2022-09-27,2022-10-16,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2021-12-28,2022-01-16,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2021-12-29,2022-01-17,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2022-02-13,2022-03-04,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2023-09-28,2023-10-17,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2022-03-13,2022-04-01,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2022-01-13,2022-02-01,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,ROLA,TALA,7705.711805555556,SIN_ESTUDIOS,FEMENINO,VOLUNTARIA
2021-10-13,2021-11-01,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SIN_ESTUDIOS,MASCULINO,VOLUNTARIA
2021-10-20,2021-11-08,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ABANDONO
2023-10-21,2023-11-09,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2023-04-29,2023-05-18,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,BAJA
2023-06-17,2023-07-06,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,BAJA
2023-06-09,2023-06-28,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,BAJA
2023-07-21,2023-08-09,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,BAJA
2022-11-19,2022-12-08,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,ABANDONO
2023-06-10,2023-06-29,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,B,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,BAJA
2023-01-27,2023-02-15,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2021-08-24,2021-09-12,baja,19,1991-01-23 06:10:00,NO,OP PRENSA,PRENSA,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2021-11-23,2021-12-12,baja,19,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ABANDONO
2021-11-23,2021-12-12,baja,19,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,ABANDONO
2022-10-13,2022-11-01,baja,19,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,7705.711805555556,SECUNDARIA_TRUNCA,FEMENINO,ABANDONO
2022-02-01,2022-02-20,baja,19,1991-01-23 06:10:00,NO,OP PRODUCCION,PRODUCCION,A,TALA,7705.711805555556,SECUNDARIA_TRUNCA,MASCULINO,VOLUNTARIA
2023-10-30,2023-11-19,baja,20,1996-07-31 00:00:00,SI,OP PRODUCCION,PRODUCCION,C,TALA,7500.0,CURSANDO_LICENCIATURA,MASCULINO,VOLUNTARIA
2022-02-21,2022-03-13,baja,20,1997-07-30 00:00:00,NO,OP PRODUCCION,PRODUCCION,C,TALA,6000.0,SECUNDARIA,FEMENINO,ABANDONO
